"Date","Year","Month","Production","Animal","Commercial.or.Federally.Inspected","Type.of.Meat"
"Jul-1989",1989,7,"388.6","Turkey","Federally Inspected","Poultry"
"Jun-1989",1989,6,"356.9","Turkey","Federally Inspected","Poultry"
"May-1989",1989,5,"268.8","Turkey","Federally Inspected","Poultry"
"Apr-1989",1989,4,"301.3","Turkey","Federally Inspected","Poultry"
"Mar-1989",1989,3,"248.1","Turkey","Federally Inspected","Poultry"
"Feb-1989",1989,2,"254.1","Turkey","Federally Inspected","Poultry"
"Jan-1989",1989,1,"272.8","Turkey","Federally Inspected","Poultry"
"Dec-1988",1988,12,"371.7","Turkey","Federally Inspected","Poultry"
"Nov-1988",1988,11,"395.7","Turkey","Federally Inspected","Poultry"
"Oct-1988",1988,10,"365.8","Turkey","Federally Inspected","Poultry"
"Sep-1988",1988,9,"377.3","Turkey","Federally Inspected","Poultry"
"Aug-1988",1988,8,"322.4","Turkey","Federally Inspected","Poultry"
"Jul-1988",1988,7,"373.2","Turkey","Federally Inspected","Poultry"
"Jun-1988",1988,6,"331.3","Turkey","Federally Inspected","Poultry"
"May-1988",1988,5,"276.6","Turkey","Federally Inspected","Poultry"
"Apr-1988",1988,4,"314","Turkey","Federally Inspected","Poultry"
"Mar-1988",1988,3,"266.9","Turkey","Federally Inspected","Poultry"
"Feb-1988",1988,2,"255.7","Turkey","Federally Inspected","Poultry"
"Jan-1988",1988,1,"297","Turkey","Federally Inspected","Poultry"
"Dec-1987",1987,12,"373.5","Turkey","Federally Inspected","Poultry"
"Nov-1987",1987,11,"411.4","Turkey","Federally Inspected","Poultry"
"Oct-1987",1987,10,"383.9","Turkey","Federally Inspected","Poultry"
"Sep-1987",1987,9,"357.4","Turkey","Federally Inspected","Poultry"
"Aug-1987",1987,8,"358.8","Turkey","Federally Inspected","Poultry"
"Jul-1987",1987,7,"335.8","Turkey","Federally Inspected","Poultry"
"Jun-1987",1987,6,"274.1","Turkey","Federally Inspected","Poultry"
"May-1987",1987,5,"255","Turkey","Federally Inspected","Poultry"
"Apr-1987",1987,4,"241.9","Turkey","Federally Inspected","Poultry"
"Mar-1987",1987,3,"212.8","Turkey","Federally Inspected","Poultry"
"Feb-1987",1987,2,"215.4","Turkey","Federally Inspected","Poultry"
"Jan-1987",1987,1,"248.2","Turkey","Federally Inspected","Poultry"
"Dec-1986",1986,12,"307.1","Turkey","Federally Inspected","Poultry"
"Nov-1986",1986,11,"365.8","Turkey","Federally Inspected","Poultry"
"Oct-1986",1986,10,"331.4","Turkey","Federally Inspected","Poultry"
"Sep-1986",1986,9,"299.4","Turkey","Federally Inspected","Poultry"
"Aug-1986",1986,8,"307.6","Turkey","Federally Inspected","Poultry"
"Jul-1986",1986,7,"275.8","Turkey","Federally Inspected","Poultry"
"Jun-1986",1986,6,"236.4","Turkey","Federally Inspected","Poultry"
"May-1986",1986,5,"205.2","Turkey","Federally Inspected","Poultry"
"Apr-1986",1986,4,"193.6","Turkey","Federally Inspected","Poultry"
"Mar-1986",1986,3,"175","Turkey","Federally Inspected","Poultry"
"Feb-1986",1986,2,"187.5","Turkey","Federally Inspected","Poultry"
"Jan-1986",1986,1,"210.7","Turkey","Federally Inspected","Poultry"
"Dec-1985",1985,12,"282.5","Turkey","Federally Inspected","Poultry"
"Nov-1985",1985,11,"341.5","Turkey","Federally Inspected","Poultry"
"Oct-1985",1985,10,"288.3","Turkey","Federally Inspected","Poultry"
"Sep-1985",1985,9,"295.2","Turkey","Federally Inspected","Poultry"
"Aug-1985",1985,8,"271.1","Turkey","Federally Inspected","Poultry"
"Jul-1985",1985,7,"238.5","Turkey","Federally Inspected","Poultry"
"Jun-1985",1985,6,"212.5","Turkey","Federally Inspected","Poultry"
"May-1985",1985,5,"177.3","Turkey","Federally Inspected","Poultry"
"Apr-1985",1985,4,"176.4","Turkey","Federally Inspected","Poultry"
"Mar-1985",1985,3,"148","Turkey","Federally Inspected","Poultry"
"Feb-1985",1985,2,"157.7","Turkey","Federally Inspected","Poultry"
"Jan-1985",1985,1,"182.8","Turkey","Federally Inspected","Poultry"
"Dec-1984",1984,12,"271.7","Turkey","Federally Inspected","Poultry"
"Nov-1984",1984,11,"320.8","Turkey","Federally Inspected","Poultry"
"Oct-1984",1984,10,"255.4","Turkey","Federally Inspected","Poultry"
"Sep-1984",1984,9,"279.6","Turkey","Federally Inspected","Poultry"
"Aug-1984",1984,8,"242.3","Turkey","Federally Inspected","Poultry"
"Jul-1984",1984,7,"223.6","Turkey","Federally Inspected","Poultry"
"Jun-1984",1984,6,"202.6","Turkey","Federally Inspected","Poultry"
"May-1984",1984,5,"163.1","Turkey","Federally Inspected","Poultry"
"Apr-1984",1984,4,"155.1","Turkey","Federally Inspected","Poultry"
"Mar-1984",1984,3,"139","Turkey","Federally Inspected","Poultry"
"Feb-1984",1984,2,"138.1","Turkey","Federally Inspected","Poultry"
"Jan-1984",1984,1,"189","Turkey","Federally Inspected","Poultry"
"Dec-1983",1983,12,"288.7","Turkey","Federally Inspected","Poultry"
"Nov-1983",1983,11,"281.3","Turkey","Federally Inspected","Poultry"
"Oct-1983",1983,10,"263.7","Turkey","Federally Inspected","Poultry"
"Sep-1983",1983,9,"271.8","Turkey","Federally Inspected","Poultry"
"Aug-1983",1983,8,"224.8","Turkey","Federally Inspected","Poultry"
"Jul-1983",1983,7,"231.3","Turkey","Federally Inspected","Poultry"
"Jun-1983",1983,6,"183.7","Turkey","Federally Inspected","Poultry"
"May-1983",1983,5,"166.5","Turkey","Federally Inspected","Poultry"
"Apr-1983",1983,4,"182.7","Turkey","Federally Inspected","Poultry"
"Mar-1983",1983,3,"135.5","Turkey","Federally Inspected","Poultry"
"Feb-1983",1983,2,"144.1","Turkey","Federally Inspected","Poultry"
"Jan-1983",1983,1,"192.7","Turkey","Federally Inspected","Poultry"
"Dec-1982",1982,12,"289.8","Turkey","Federally Inspected","Poultry"
"Nov-1982",1982,11,"276.6","Turkey","Federally Inspected","Poultry"
"Oct-1982",1982,10,"267.7","Turkey","Federally Inspected","Poultry"
"Sep-1982",1982,9,"265.4","Turkey","Federally Inspected","Poultry"
"Aug-1982",1982,8,"228.3","Turkey","Federally Inspected","Poultry"
"Jul-1982",1982,7,"216.2","Turkey","Federally Inspected","Poultry"
"Jun-1982",1982,6,"164.3","Turkey","Federally Inspected","Poultry"
"May-1982",1982,5,"147.4","Turkey","Federally Inspected","Poultry"
"Apr-1982",1982,4,"154.9","Turkey","Federally Inspected","Poultry"
"Mar-1982",1982,3,"123.3","Turkey","Federally Inspected","Poultry"
"Feb-1982",1982,2,"132.2","Turkey","Federally Inspected","Poultry"
"Jan-1982",1982,1,"204.2","Turkey","Federally Inspected","Poultry"
"Dec-1981",1981,12,"278.3","Turkey","Federally Inspected","Poultry"
"Nov-1981",1981,11,"290.1","Turkey","Federally Inspected","Poultry"
"Oct-1981",1981,10,"273.1","Turkey","Federally Inspected","Poultry"
"Sep-1981",1981,9,"261.7","Turkey","Federally Inspected","Poultry"
"Aug-1981",1981,8,"250.4","Turkey","Federally Inspected","Poultry"
"Jul-1981",1981,7,"225.7","Turkey","Federally Inspected","Poultry"
"Jun-1981",1981,6,"178.3","Turkey","Federally Inspected","Poultry"
"May-1981",1981,5,"149.3","Turkey","Federally Inspected","Poultry"
"Apr-1981",1981,4,"136.4","Turkey","Federally Inspected","Poultry"
"Mar-1981",1981,3,"119.6","Turkey","Federally Inspected","Poultry"
"Feb-1981",1981,2,"142.1","Turkey","Federally Inspected","Poultry"
"Jan-1981",1981,1,"190.8","Turkey","Federally Inspected","Poultry"
"Dec-1980",1980,12,"246.3","Turkey","Federally Inspected","Poultry"
"Nov-1980",1980,11,"276.8","Turkey","Federally Inspected","Poultry"
"Oct-1980",1980,10,"244.3","Turkey","Federally Inspected","Poultry"
"Sep-1980",1980,9,"227","Turkey","Federally Inspected","Poultry"
"Aug-1980",1980,8,"240.3","Turkey","Federally Inspected","Poultry"
"Jul-1980",1980,7,"206.9","Turkey","Federally Inspected","Poultry"
"Jun-1980",1980,6,"178.4","Turkey","Federally Inspected","Poultry"
"May-1980",1980,5,"143","Turkey","Federally Inspected","Poultry"
"Apr-1980",1980,4,"127.9","Turkey","Federally Inspected","Poultry"
"Mar-1980",1980,3,"109.4","Turkey","Federally Inspected","Poultry"
"Feb-1980",1980,2,"141.2","Turkey","Federally Inspected","Poultry"
"Jan-1980",1980,1,"165.5","Turkey","Federally Inspected","Poultry"
"Dec-1979",1979,12,"261.9","Turkey","Federally Inspected","Poultry"
"Nov-1979",1979,11,"297.5","Turkey","Federally Inspected","Poultry"
"Oct-1979",1979,10,"233","Turkey","Federally Inspected","Poultry"
"Sep-1979",1979,9,"267.7","Turkey","Federally Inspected","Poultry"
"Aug-1979",1979,8,"219.2","Turkey","Federally Inspected","Poultry"
"Jul-1979",1979,7,"195.9","Turkey","Federally Inspected","Poultry"
"Jun-1979",1979,6,"157.3","Turkey","Federally Inspected","Poultry"
"May-1979",1979,5,"112.3","Turkey","Federally Inspected","Poultry"
"Apr-1979",1979,4,"95","Turkey","Federally Inspected","Poultry"
"Mar-1979",1979,3,"77.2","Turkey","Federally Inspected","Poultry"
"Feb-1979",1979,2,"99.3","Turkey","Federally Inspected","Poultry"
"Jan-1979",1979,1,"156.3","Turkey","Federally Inspected","Poultry"
"Dec-1978",1978,12,"248.9","Turkey","Federally Inspected","Poultry"
"Nov-1978",1978,11,"271.2","Turkey","Federally Inspected","Poultry"
"Oct-1978",1978,10,"230.9","Turkey","Federally Inspected","Poultry"
"Sep-1978",1978,9,"248.9","Turkey","Federally Inspected","Poultry"
"Aug-1978",1978,8,"199.9","Turkey","Federally Inspected","Poultry"
"Jul-1978",1978,7,"189.5","Turkey","Federally Inspected","Poultry"
"Jun-1978",1978,6,"129.3","Turkey","Federally Inspected","Poultry"
"May-1978",1978,5,"80.8","Turkey","Federally Inspected","Poultry"
"Apr-1978",1978,4,"86.3","Turkey","Federally Inspected","Poultry"
"Mar-1978",1978,3,"59.7","Turkey","Federally Inspected","Poultry"
"Feb-1978",1978,2,"81.8","Turkey","Federally Inspected","Poultry"
"Jan-1978",1978,1,"148.2","Turkey","Federally Inspected","Poultry"
"Dec-1977",1977,12,"246.8","Turkey","Federally Inspected","Poultry"
"Nov-1977",1977,11,"250.3","Turkey","Federally Inspected","Poultry"
"Oct-1977",1977,10,"238.2","Turkey","Federally Inspected","Poultry"
"Sep-1977",1977,9,"244.4","Turkey","Federally Inspected","Poultry"
"Aug-1977",1977,8,"189.6","Turkey","Federally Inspected","Poultry"
"Jul-1977",1977,7,"176.5","Turkey","Federally Inspected","Poultry"
"Jun-1977",1977,6,"110","Turkey","Federally Inspected","Poultry"
"May-1977",1977,5,"78.9","Turkey","Federally Inspected","Poultry"
"Apr-1977",1977,4,"80.3","Turkey","Federally Inspected","Poultry"
"Mar-1977",1977,3,"58.7","Turkey","Federally Inspected","Poultry"
"Feb-1977",1977,2,"70.5","Turkey","Federally Inspected","Poultry"
"Jan-1977",1977,1,"146.5","Turkey","Federally Inspected","Poultry"
"Dec-1976",1976,12,"261.5","Turkey","Federally Inspected","Poultry"
"Nov-1976",1976,11,"256.6","Turkey","Federally Inspected","Poultry"
"Oct-1976",1976,10,"252.8","Turkey","Federally Inspected","Poultry"
"Sep-1976",1976,9,"243.8","Turkey","Federally Inspected","Poultry"
"Aug-1976",1976,8,"213.9","Turkey","Federally Inspected","Poultry"
"Jul-1976",1976,7,"182.2","Turkey","Federally Inspected","Poultry"
"Jun-1976",1976,6,"106.5","Turkey","Federally Inspected","Poultry"
"May-1976",1976,5,"79.9","Turkey","Federally Inspected","Poultry"
"Apr-1976",1976,4,"68.6","Turkey","Federally Inspected","Poultry"
"Mar-1976",1976,3,"61.7","Turkey","Federally Inspected","Poultry"
"Feb-1976",1976,2,"76.3","Turkey","Federally Inspected","Poultry"
"Jan-1976",1976,1,"157.5","Turkey","Federally Inspected","Poultry"
"Dec-1975",1975,12,"220.2","Turkey","Federally Inspected","Poultry"
"Nov-1975",1975,11,"257.5","Turkey","Federally Inspected","Poultry"
"Oct-1975",1975,10,"229","Turkey","Federally Inspected","Poultry"
"Sep-1975",1975,9,"203.3","Turkey","Federally Inspected","Poultry"
"Aug-1975",1975,8,"193.2","Turkey","Federally Inspected","Poultry"
"Jul-1975",1975,7,"138.4","Turkey","Federally Inspected","Poultry"
"Jun-1975",1975,6,"81.9","Turkey","Federally Inspected","Poultry"
"May-1975",1975,5,"68.7","Turkey","Federally Inspected","Poultry"
"Apr-1975",1975,4,"54.4","Turkey","Federally Inspected","Poultry"
"Mar-1975",1975,3,"47.1","Turkey","Federally Inspected","Poultry"
"Feb-1975",1975,2,"64.9","Turkey","Federally Inspected","Poultry"
"Jan-1975",1975,1,"119.9","Turkey","Federally Inspected","Poultry"
"Dec-1974",1974,12,"215.3","Turkey","Federally Inspected","Poultry"
"Nov-1974",1974,11,"261.1","Turkey","Federally Inspected","Poultry"
"Oct-1974",1974,10,"220.2","Turkey","Federally Inspected","Poultry"
"Sep-1974",1974,9,"237.2","Turkey","Federally Inspected","Poultry"
"Aug-1974",1974,8,"213.1","Turkey","Federally Inspected","Poultry"
"Jul-1974",1974,7,"159.7","Turkey","Federally Inspected","Poultry"
"Jun-1974",1974,6,"113.2","Turkey","Federally Inspected","Poultry"
"May-1974",1974,5,"80.1","Turkey","Federally Inspected","Poultry"
"Apr-1974",1974,4,"58.9","Turkey","Federally Inspected","Poultry"
"Mar-1974",1974,3,"59.8","Turkey","Federally Inspected","Poultry"
"Feb-1974",1974,2,"97.3","Turkey","Federally Inspected","Poultry"
"Jan-1974",1974,1,"174.6","Turkey","Federally Inspected","Poultry"
"Dec-1973",1973,12,"269.9","Turkey","Federally Inspected","Poultry"
"Nov-1973",1973,11,"272.6","Turkey","Federally Inspected","Poultry"
"Oct-1973",1973,10,"212.3","Turkey","Federally Inspected","Poultry"
"Sep-1973",1973,9,"234.1","Turkey","Federally Inspected","Poultry"
"Aug-1973",1973,8,"185","Turkey","Federally Inspected","Poultry"
"Jul-1973",1973,7,"142.9","Turkey","Federally Inspected","Poultry"
"Jun-1973",1973,6,"84.2","Turkey","Federally Inspected","Poultry"
"May-1973",1973,5,"55.8","Turkey","Federally Inspected","Poultry"
"Apr-1973",1973,4,"45.3","Turkey","Federally Inspected","Poultry"
"Mar-1973",1973,3,"41.6","Turkey","Federally Inspected","Poultry"
"Feb-1973",1973,2,"69.7","Turkey","Federally Inspected","Poultry"
"Jan-1973",1973,1,"152.7","Turkey","Federally Inspected","Poultry"
"Dec-1972",1972,12,"261.3","Turkey","Federally Inspected","Poultry"
"Nov-1972",1972,11,"282.7","Turkey","Federally Inspected","Poultry"
"Oct-1972",1972,10,"241.7","Turkey","Federally Inspected","Poultry"
"Sep-1972",1972,9,"254.6","Turkey","Federally Inspected","Poultry"
"Aug-1972",1972,8,"186.9","Turkey","Federally Inspected","Poultry"
"Jul-1972",1972,7,"149","Turkey","Federally Inspected","Poultry"
"Jun-1972",1972,6,"74.6","Turkey","Federally Inspected","Poultry"
"May-1972",1972,5,"44.3","Turkey","Federally Inspected","Poultry"
"Apr-1972",1972,4,"45.8","Turkey","Federally Inspected","Poultry"
"Mar-1972",1972,3,"45.2","Turkey","Federally Inspected","Poultry"
"Feb-1972",1972,2,"57.6","Turkey","Federally Inspected","Poultry"
"Jan-1972",1972,1,"146.1","Turkey","Federally Inspected","Poultry"
"Dec-1971",1971,12,"242.9","Turkey","Federally Inspected","Poultry"
"Nov-1971",1971,11,"256","Turkey","Federally Inspected","Poultry"
"Oct-1971",1971,10,"235.8","Turkey","Federally Inspected","Poultry"
"Sep-1971",1971,9,"221.2","Turkey","Federally Inspected","Poultry"
"Aug-1971",1971,8,"177.1","Turkey","Federally Inspected","Poultry"
"Jul-1971",1971,7,"127.7","Turkey","Federally Inspected","Poultry"
"Jun-1971",1971,6,"63.1","Turkey","Federally Inspected","Poultry"
"May-1971",1971,5,"47.7","Turkey","Federally Inspected","Poultry"
"Apr-1971",1971,4,"42.7","Turkey","Federally Inspected","Poultry"
"Mar-1971",1971,3,"31.5","Turkey","Federally Inspected","Poultry"
"Feb-1971",1971,2,"49.9","Turkey","Federally Inspected","Poultry"
"Jan-1971",1971,1,"149.2","Turkey","Federally Inspected","Poultry"
"Dec-1970",1970,12,"244.9","Turkey","Federally Inspected","Poultry"
"Nov-1970",1970,11,"276.9","Turkey","Federally Inspected","Poultry"
"Oct-1970",1970,10,"244.6","Turkey","Federally Inspected","Poultry"
"Sep-1970",1970,9,"212","Turkey","Federally Inspected","Poultry"
"Aug-1970",1970,8,"172.1","Turkey","Federally Inspected","Poultry"
"Jul-1970",1970,7,"109.5","Turkey","Federally Inspected","Poultry"
"Jun-1970",1970,6,"44.9","Turkey","Federally Inspected","Poultry"
"May-1970",1970,5,"27.6","Turkey","Federally Inspected","Poultry"
"Apr-1970",1970,4,"22.1","Turkey","Federally Inspected","Poultry"
"Mar-1970",1970,3,"22.2","Turkey","Federally Inspected","Poultry"
"Feb-1970",1970,2,"40.5","Turkey","Federally Inspected","Poultry"
"Jan-1970",1970,1,"147.4","Turkey","Federally Inspected","Poultry"
"Dec-1969",1969,12,"229.7","Turkey","Federally Inspected","Poultry"
"Nov-1969",1969,11,"266.5","Turkey","Federally Inspected","Poultry"
"Oct-1969",1969,10,"225.8","Turkey","Federally Inspected","Poultry"
"Sep-1969",1969,9,"185.3","Turkey","Federally Inspected","Poultry"
"Aug-1969",1969,8,"145.5","Turkey","Federally Inspected","Poultry"
"Jul-1969",1969,7,"85.4","Turkey","Federally Inspected","Poultry"
"Jun-1969",1969,6,"39","Turkey","Federally Inspected","Poultry"
"May-1969",1969,5,"21","Turkey","Federally Inspected","Poultry"
"Apr-1969",1969,4,"23.4","Turkey","Federally Inspected","Poultry"
"Mar-1969",1969,3,"21.3","Turkey","Federally Inspected","Poultry"
"Feb-1969",1969,2,"42.6","Turkey","Federally Inspected","Poultry"
"Jan-1969",1969,1,"162","Turkey","Federally Inspected","Poultry"
"Dec-1968",1968,12,"245.6","Turkey","Federally Inspected","Poultry"
"Nov-1968",1968,11,"277.2","Turkey","Federally Inspected","Poultry"
"Oct-1968",1968,10,"221.2","Turkey","Federally Inspected","Poultry"
"Sep-1968",1968,9,"194","Turkey","Federally Inspected","Poultry"
"Aug-1968",1968,8,"122.3","Turkey","Federally Inspected","Poultry"
"Jul-1968",1968,7,"69.5","Turkey","Federally Inspected","Poultry"
"Jun-1968",1968,6,"39.1","Turkey","Federally Inspected","Poultry"
"May-1968",1968,5,"25.9","Turkey","Federally Inspected","Poultry"
"Apr-1968",1968,4,"21.8","Turkey","Federally Inspected","Poultry"
"Mar-1968",1968,3,"25.1","Turkey","Federally Inspected","Poultry"
"Feb-1968",1968,2,"51.9","Turkey","Federally Inspected","Poultry"
"Jan-1968",1968,1,"177.3","Turkey","Federally Inspected","Poultry"
"Dec-1967",1967,12,"278.1","Turkey","Federally Inspected","Poultry"
"Nov-1967",1967,11,"286.3","Turkey","Federally Inspected","Poultry"
"Oct-1967",1967,10,"253.3","Turkey","Federally Inspected","Poultry"
"Sep-1967",1967,9,"246","Turkey","Federally Inspected","Poultry"
"Aug-1967",1967,8,"153.4","Turkey","Federally Inspected","Poultry"
"Jul-1967",1967,7,"102.4","Turkey","Federally Inspected","Poultry"
"Jun-1967",1967,6,"46.4","Turkey","Federally Inspected","Poultry"
"May-1967",1967,5,"25.2","Turkey","Federally Inspected","Poultry"
"Apr-1967",1967,4,"26.5","Turkey","Federally Inspected","Poultry"
"Mar-1967",1967,3,"24.8","Turkey","Federally Inspected","Poultry"
"Feb-1967",1967,2,"45.3","Turkey","Federally Inspected","Poultry"
"Jan-1967",1967,1,"174.1","Turkey","Federally Inspected","Poultry"
"Dec-1966",1966,12,"274.9","Turkey","Federally Inspected","Poultry"
"Nov-1966",1966,11,"271.9","Turkey","Federally Inspected","Poultry"
"Oct-1966",1966,10,"239.9","Turkey","Federally Inspected","Poultry"
"Sep-1966",1966,9,"196.4","Turkey","Federally Inspected","Poultry"
"Aug-1966",1966,8,"114.5","Turkey","Federally Inspected","Poultry"
"Jul-1966",1966,7,"79.5","Turkey","Federally Inspected","Poultry"
"Jun-1966",1966,6,"35.7","Turkey","Federally Inspected","Poultry"
"May-1966",1966,5,"20.5","Turkey","Federally Inspected","Poultry"
"Apr-1966",1966,4,"17","Turkey","Federally Inspected","Poultry"
"Mar-1966",1966,3,"18.1","Turkey","Federally Inspected","Poultry"
"Feb-1966",1966,2,"35.5","Turkey","Federally Inspected","Poultry"
"Jan-1966",1966,1,"152.5","Turkey","Federally Inspected","Poultry"
"Dec-1965",1965,12,"275.1","Turkey","Federally Inspected","Poultry"
